Time, T_zad, F_zm, T_zm, T_pm, T_pco, T_zco, T_0, F_cob0, F_cob1, T_r0, T_r1
 12:25,20,-nan(ind),77.75,-nan(ind),-nan(ind),-nan(ind),2.9,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 12:30,20,-nan(ind),77.75,-nan(ind),-nan(ind),-nan(ind),2.9,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 12:35,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 12:40,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 12:45,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 12:50,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 12:55,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 13:00,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 13:05,20,-nan(ind),77.375,-nan(ind),-nan(ind),-nan(ind),3.05,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 13:10,20,-nan(ind),77.375,-nan(ind),-nan(ind),-nan(ind),3.05,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 13:15,20,-nan(ind),77.375,-nan(ind),-nan(ind),-nan(ind),3.05,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 13:20,20,-nan(ind),77.375,-nan(ind),-nan(ind),-nan(ind),3.05,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 13:25,20,-nan(ind),77.375,-nan(ind),-nan(ind),-nan(ind),3.05,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 13:30,20,-nan(ind),77.375,-nan(ind),-nan(ind),-nan(ind),3.05,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 13:35,20,-nan(ind),77.375,-nan(ind),-nan(ind),-nan(ind),3.05,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 13:40,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 13:45,20,-nan(ind),77.375,-nan(ind),-nan(ind),-nan(ind),3.05,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 13:50,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 13:55,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 14:00,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 14:05,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 14:10,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 14:15,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 14:20,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 14:25,20,-nan(ind),77.375,-nan(ind),-nan(ind),-nan(ind),3.05,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 14:30,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 14:35,20,-nan(ind),77.375,-nan(ind),-nan(ind),-nan(ind),3.05,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 14:40,20,-nan(ind),77.375,-nan(ind),-nan(ind),-nan(ind),3.05,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 14:45,20,-nan(ind),77.375,-nan(ind),-nan(ind),-nan(ind),3.05,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 14:50,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 14:55,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 15:00,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 15:05,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 15:10,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 15:15,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 15:20,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 15:25,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 15:30,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 15:35,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 15:40,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 15:45,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 15:50,20,-nan(ind),77.75,-nan(ind),-nan(ind),-nan(ind),2.9,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 15:55,20,-nan(ind),77.5,-nan(ind),-nan(ind),-nan(ind),3,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 16:00,20,-nan(ind),77.75,-nan(ind),-nan(ind),-nan(ind),2.9,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 16:05,20,-nan(ind),77.75,-nan(ind),-nan(ind),-nan(ind),2.9,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
 16:10,20,-nan(ind),78,-nan(ind),-nan(ind),-nan(ind),2.8,-nan(ind),-nan(ind),-nan(ind),-nan(ind)
